order_id,time_to_deliver_days,diff_estimated_delivery_days
4b4d0237-62cb-66a4-517f-22ec1497ee17,4,-11
ca68bb71-8c53-d348-a042-8fa415efae79,3,-13
561a3b9c-8e28-2502-bd86-b6504b17544b,7,-10
589afae8-e139-6e2a-2dc2-4a1c68223809,6,-16
43b25790-5849-ae34-c59c-666d143f50c6,6,-7
7a11a438-8ec8-fa8d-1f52-220d47de5a58,4,-20
d39a64bd-d75e-fa84-2f23-e443912321f8,18,-2
cf1d456a-58d2-88fd-bbb0-a7f28b0b3aaf,15,-13
a65ee79a-c9ef-387d-53a8-6a7195403fcd,12,-14
84ddeab7-3035-5e22-5a17-1d7d4249217a,15,-12
b17edd32-e0d8-b5d4-a23e-4b72cc4b90b4,18,-32
d1ea55f7-318e-d68d-ab36-22af81e15141,5,-20
3502e8be-a8fd-d4b3-d742-891e1a1b8d90,5,-4
85eef2d3-42b0-de36-3c45-c1bc324729c5,7,-12
b2bcb2ca-559e-7f7c-ec21-88a6ae542e87,10,-20
93e85b94-7c8f-baef-6206-e8f282ec28f6,17,-12
94963fb9-5efd-f20c-69b7-b19e44928363,18,-6
b3738048-8594-eee7-d405-72dfe9218120,12,-14
b0b4242e-a30f-1052-f0ab-645adc53e415,29,11
8200c0f5-298c-25d0-c51f-66b1c63b6ebc,8,-20
f0eaecfa-7f4a-74e4-227e-177eb23ed299,34,6
30195b7c-75a0-4ab7-dcea-9f845891703b,16,-8
0d91eecd-335d-efba-92a8-2bc3f062225a,21,0
56977f88-a655-bfbc-d1e8-f20a20959f5b,7,-17
5fd01511-f0ac-0226-1add-c2116f223d5c,13,0
0ec20e56-1e76-d49a-a3ca-434872643de2,3,-13
ec7ce264-88a2-51a1-c604-3533e11c1bdc,8,-22
fb973be5-2c66-2281-2266-932dc2152017,10,-12
526e5c7b-8640-9498-289e-780020805f70,7,-7
6e2da070-f430-7717-4091-a78e68313684,4,-5
b48a3d26-eeef-8f09-cc2b-de23ab930234,5,-28
fc22b5be-95b7-8b75-981e-0941fde2d34c,18,-12
6f118f6a-730c-e35b-2309-74f295f743f9,18,-7
b7409220-6cd2-9b62-9075-16d95e927fd6,11,-16
5f4ce8a8-082f-8fba-f311-743998d20573,3,-7
ca674a7c-d949-c98c-9e02-bc4c5922836d,22,-7
23b9942c-d2a0-9677-5ed2-ac048559bec2,17,-9
96ccc8eb-c437-2c98-b2d7-e7fca1a3fc36,10,-13
285c2e15-bebd-4ac8-3635-ccc563dc71f4,13,-13
dc0c0161-a3b0-a969-2bc7-8a52ebfd1356,5,-13
eb28e3c9-3a2c-e51b-1e6a-9a92b3f032bf,2,-27
aa0c9cd6-b109-7927-c4ca-ae58b28e5361,20,-14
3c39766b-1734-2669-5696-3c99f23bbb5a,11,-13
b6054dd0-191c-75f4-7635-c7b3512b780c,18,-16
f530e66c-7481-6309-f2bf-8eb5a619b3ab,51,17
b97ba3fb-5b21-2d01-ef75-f4f4131c1207,2,-9
41e9d5f1-e8d3-bdaf-6500-baba3502970f,8,-17
79c25882-bf91-57a3-e38e-7edb7c3a7286,5,-21
4ec9ed34-1835-9adf-8fe6-a74b288ee659,14,-8
8381ea81-28b5-9fa5-2e0b-c4470c52ff35,14,-7
f9d426c3-a20c-fd90-3644-0039c5430b7b,12,-14
1a292836-ced1-aa22-2199-c34c883f404e,24,7
494e5e7f-aa93-467e-7da8-09ca3b59c74b,5,-14
89ee991b-2ae3-30d7-b2d7-b4d81006765e,12,-14
17dc2754-26dc-4430-d983-cdd5280e9414,4,-17
d574338f-566c-a28d-d678-20f48ec1f1d8,17,-19
3bce4193-e30b-36d4-d328-4df3fa96d77f,3,-14
004157da-afa0-bc86-72e0-1f00e4f0c04f,12,-24
2fcae632-b06e-4008-8d18-00fc1cfc3e69,16,-11
a544402a-db66-ebc3-2911-7c687bd975a2,14,-17
c62a1e40-bd0c-cc29-edbe-f8925947bb37,21,-16
6bff7d9b-ba4b-524a-bc4c-c68ecff23c43,10,-17
1f7d1760-8a00-0d5b-a90e-d31a6faa231e,33,1
cca3b312-005f-0dff-aaa7-a243953da501,5,-11
bd2aa26e-4f7a-6a33-b797-1cfc04a07c56,7,-14
b27819c2-9032-1f10-bc14-dcf5deeab059,34,-4
332406cc-34a6-bcc1-ade9-3cae9e11ab06,5,-7
28d40249-32be-7f22-4bb1-4773707287e4,9,-7
a38e4cbd-d87e-8c45-6ad4-6a0c668a5c19,6,-20
0989631d-e28d-3313-632d-2c5f34a71f57,6,-7
6aa12b7b-ccdf-e939-6d5f-eb50030e1b3f,5,-19
e0e2d012-4d95-7b3e-e927-2b673f7e6e2d,17,-7
63329744-0075-7d23-1760-e7348850edba,7,-18
d5f7fa75-1e79-c632-7ae6-3759c262813a,12,-11
b1170faa-12a2-f134-d1c7-5c7494c64eaa,7,-11
0b5fac54-294a-f712-3ee7-2a58d00c4b97,15,-15
c7da1b57-f7d2-2512-5237-0bc7d94168fe,13,-34
ec108f8c-96f1-0374-49cf-b5e118d9a008,15,-4
7fd5673b-bb6a-e883-ca5b-930dd0150b80,4,-8
b4c8c7ad-d8ac-bdb1-bebc-ae219ab6c141,80,39
f7e889d3-4a2c-ae92-d50c-09d7689dabe7,3,-12
fc8c929e-dfce-9cac-492e-af36ee0968b4,23,8
21b966a3-7847-1db6-5c18-fa4ca20d6800,6,-9
36889515-282d-4ef8-3999-a8332ef9f4cb,12,-17
00d1289d-5125-017a-90e5-28b5a7cee91f,96,74
fc5a67aa-2d57-b176-4a89-718edf876006,6,-19
28258488-07f0-7048-5f0f-0ef3829758f4,8,-44
0ab5ed0d-546a-e59a-2b1f-18acd5b6ec9c,16,-9
87d92a78-6778-9e52-a339-7ad14dfd206e,17,-20
e2d0923a-cc7f-5586-db9f-45b5adaa91c8,13,-16
df971321-8005-fcf6-790b-d6f58d395bac,17,-6
57e06a77-c76a-f39e-fecf-2153bb43ee33,10,-15
922162ca-bb84-e44a-2efa-143dd96ef464,25,11
6de5437c-dbba-19ca-175e-ee90e9eb42c0,19,-22
0d10abc3-bc37-07c9-14cf-5197ed2eb31e,16,-15
c4424d72-047f-d2f2-046f-b0ebc5ae246b,28,-4
860987b7-f135-e286-9978-17fdee3c2f7e,5,-13
329daaca-8f5a-3ab0-7c97-b99a0fe5f23c,8,-8
bb760e55-0e3f-6ddf-a92e-d74bfb364751,11,-9
353c2d28-0644-bb6b-f788-b0591a162373,3,-10
4825259a-3bd8-7ab7-c288-fc72ef4d3067,9,-5
4e55f642-a3b1-1a6c-fcec-80a9aebbb513,6,-4
c65663c5-4cab-532e-8fe1-f805471cfa60,7,-8
4daff85e-0d1a-3a18-9c13-03c9ade1c4ab,17,-12
0d2d1445-891e-7aba-669f-a2069d695601,7,-10
a7c15b0c-36e8-2951-ecee-0ed6d850ebb0,5,-15
5d28e7e8-ae47-94ff-a06b-352990f78234,9,-9
338ad3e0-a9c5-00b0-d203-752e0ad58299,2,-13
129f7120-6f00-d7fa-856e-19aa56618068,11,-13
1e90f691-2f47-b660-fa57-730f3885af08,4,-9
71859359-3597-afac-e80a-deaf98433b07,13,-12
6a713ce5-b2cf-c769-104c-39775b662625,8,-15
deb65bf7-b929-7aaa-6cb4-7853deed4e0b,8,-14
f9114a96-15fd-4c8a-09fa-0768afb4a8f6,23,-12
2fc4ba49-7db1-306b-9048-aceaf0f7e5a9,11,-16
d38dcb50-3cd4-ddc6-ce77-02552918bd8f,10,-21
87999cc2-deff-757e-5f5d-b42eb840675f,7,1
36fb716a-f0b3-3aba-ac58-5787ccd0c0af,10,-14
eeb4d23b-a9fb-9cb0-8974-72f49f332505,14,-19
c8897b58-91a3-195e-e9ce-cf410341b589,2,-8
86c0e519-ffee-4822-0503-670fac236e1b,13,-21
08ccf73c-206d-15fd-2668-cdb6f32b5e04,15,-10
d6fb7426-5802-d3b7-f2c1-6ebb97cbe900,17,-11
d0654bfc-d700-0854-a697-aaee3ff7c5aa,5,-15
2606fd31-4bc0-4c4e-2026-5d5c09750f67,27,-12
cc2bc03e-269a-96d6-1ae2-718d55e19350,9,-3
cd3b365e-8b6d-4010-dcbd-635c071632b9,7,-12
189c5481-e0ff-2e96-da11-3dfe289b88bd,14,-17
183e4a13-a7a2-2a57-bfd4-71656ec573b9,14,-3
057cb691-3750-cc04-b72d-beb174afb208,5,-4
d11450f7-14cb-ee2f-f7df-6b663fb79781,16,-8
cf229e9a-3df6-543d-25bd-826262a12a8a,14,-25
3b4d27a1-da06-e8be-667b-fe9e86a33804,11,-8
404840d4-1d03-2edf-c533-e78d6e6ee416,6,-18
5e666f31-a774-ff90-4141-886e1ef4e3d3,9,-22
0c00ee38-c8f2-6756-069a-581a5fae12f6,22,-10
23e1bad4-a8ef-314a-7fe3-4fa71082d429,14,-5
89632ab0-ec08-8829-b4e3-338a772f80b4,13,-4
dab99191-2def-f0b6-f34c-2ac665fd566f,8,-26
7b8cdadf-6b13-903f-c090-49ba85f5ecb3,3,-15
17fbfab0-64ea-bf65-283e-3987776af914,6,-18
37073d85-1c3f-30de-ebe5-98e5a586bdbd,32,9
717650ea-3d3e-58b2-1de8-c7205ce480cf,39,-16
266c95f5-f0f4-b6f7-2882-cd57117141b4,6,-3
510c3734-25ea-bae5-93ad-4cb8953d60f0,7,-17
41fc2cc7-19b1-c2fa-7b4b-621fe7de9ad5,24,1
541580e5-4869-907a-0f57-53026ba5298b,11,-14
fd0342fd-a6ba-0837-12b6-ed0d4e6ac483,9,-13
0b29027a-3a98-807a-ea23-a764ab594bbd,22,-10
afa82d07-0bca-c12e-ae0d-d2f73d9debc8,11,-12
11d1d2c4-1d41-8db5-2862-561ad533739a,12,-13
db5a41f8-a08f-6209-20c7-c413e91a4438,12,-15
50d6f853-3f3a-f9e6-5b8f-22694ecd96c5,28,5
e05b2ef0-e6f6-8745-846d-ba198590cb80,7,-24
f6a07e6a-1887-4c03-db78-033d90a50648,10,-7
05aac5a1-8dcd-7793-2007-f57de8650622,7,-25
0015ebb4-0fb1-7286-bea5-1d4607c4733c,18,-14
08dd64e7-8f26-024b-2665-15d5262be17f,23,-13
efd8fbb5-584d-be0c-69cc-120e0a1e1a35,20,4
d448de82-4126-8ed4-ffd2-e0fd2c3c49b2,7,-6
0ffcc7c4-e904-36e1-38f6-98340e3d0e25,34,14
a1ec5525-a1aa-69f0-b16c-c94e94b421ad,23,-12
1a02b5e9-d03b-a5e3-59d1-75f5185555b3,14,-19
f83d61ff-63b2-49eb-af93-2dc3e7e2532a,8,-26
c9732ac3-b2d1-e766-6e02-4148430d70cf,16,-13
83d500e4-6a95-c23d-d67e-b3cadbd1bd13,20,-26
8ac76b2c-458e-279f-d791-01768998c836,26,6
58f1c10f-00a2-c9c5-63d5-37758641a714,2,-6
90c9aa0e-4721-db1d-e14e-8528707b21a2,5,-8
09903d25-ea3d-162a-eb40-057420caa5bb,32,5
59eaa904-b3f0-dbde-2785-ac1b27eccd18,4,-25
406a59cb-4b04-4ee7-1496-3cd2c70fbb6e,11,-16
b1e45a9d-2437-f411-6c3f-f5de92d2a527,31,-3
71b725ec-f0ef-c07c-bfb6-fbc0d5f894af,13,-17
e6708452-2c92-feca-b73f-f064333c4d62,15,-15
e9e17d3f-50c9-4ed0-9596-0540ab67270f,5,-14
3b6d25fd-6881-6e26-5892-06485ce69735,14,-8
2c8166a4-f7d0-752f-25e7-0f45565db8b9,7,-24
75b10195-b29f-e2a8-9b78-1edc42f52485,6,-10
afa91e78-effc-c9fb-c392-951b0184f11a,10,-14
ec9ddd49-d01d-fcfe-7794-a593be6400b3,14,-15
53ee14bd-d0a2-5171-e9c5-41d97c325cda,10,-17
7789aa64-4b37-1ea2-081e-308da732c567,6,-27
22085bab-9022-ec0c-41db-7a6698de93ae,15,-7
3653a619-f7a0-b6e6-76d9-dab8755581aa,11,-15
d61c0e80-66e7-a5a2-e607-1533b9efdd95,25,6
38ca4b9c-a59f-1a7d-f492-ff59834aaa42,3,-16
79ddb52c-d143-9452-1548-e6550ca75d19,10,-4
5a6cd6b1-857e-91f2-e14f-76af61a7ec07,3,-3
cfb94976-becd-a338-ad41-71c3c072561c,13,-20
71b4480b-617e-5a04-68d7-362efb7c4b3d,1,-7
1d63bc71-f05d-7d54-0663-b4314f166b92,10,-18
61059985-a6fc-0ad6-4e95-d9944caacdad,15,-2
41738c67-11ab-a76a-a0f4-f07640600772,8,-14
1a21e73a-0315-ba67-c5e4-5cbcd1abd95d,16,-10
107184b3-2040-eb4f-b9bf-ad381805d105,17,-15
905f7a43-f189-0559-7465-564ae6deb958,18,-2
1eb7606f-2ad5-68b8-303f-b24c8ab1e2cd,6,-6
3e264051-f522-e1ac-4d07-e648a9080784,8,-23
15a8c537-7a1e-c816-46e3-64e8b6aabf90,3,-21
94a01dd9-a6fd-7d30-b879-bd61b85a1c00,9,-15
99a12301-d30f-34d2-6011-1f258570bbfc,7,-13
df8bb1c5-e34a-83ed-bd54-7f2fa290801c,8,-15
777bf467-0edc-e6de-8fa9-aa0b68b57b28,11,-11
5e42950b-6aa9-0d69-8e75-af4e41641386,47,13
1a2a468a-88fb-d60a-59aa-e3fc94bcf40d,14,6
d0f2eab6-dd80-aa59-4023-f8ed3bd024be,7,-20
882e8af2-3c36-f893-0312-f88cacde187b,23,-6
24bb994d-1979-81b7-ea2d-6838f535c190,10,-11
0d799dd9-7f4f-fcec-ba28-64882585f677,7,-13
028e37ed-7cdd-54ad-4150-6f61df708cf9,2,-13
91df6f3c-f26d-70ab-6a91-8d29d0a0b906,20,-2
93d3f82c-12e9-b949-a4aa-a4ebe4602fd0,29,-1
99f0135f-7040-4273-6be7-06684c4aaac3,5,-16
e3ece21d-7c72-cb7c-cac9-7cf62de62891,7,-32
ea2885f0-40ff-7729-e3d9-4488802e2917,5,-33
cba16804-8c28-675b-998a-0b46d19a672f,12,-12
2d7a8c97-e529-d66f-ad6f-5eef0f44d6a4,18,-7
20efd9f0-0021-5e0b-befc-f087e8cf3d61,10,-14
6e4aa966-4386-4493-bb29-1057da474fbc,13,-11
0db1291d-4169-060a-3cd5-b83f61c2904a,4,-10
0c3da438-4feb-21f0-def3-24b1b7d6f082,25,3
8003e109-9872-d275-81e2-11a7cf5422cf,11,-8
51443d57-f4db-8cd4-a586-20d7b9a8c723,8,-14
b6c8fc23-9ffa-bf49-52f9-4605278ef226,18,-15
1d0cb4b1-70fe-0f5f-2047-5c4ec3ec4f06,8,-20
0374e57e-fce0-0e30-04e9-3acd6310c58f,4,-16
134fc3d7-0972-d3de-090d-ec9bae0c7918,2,-12
89369c30-d401-42dd-e7d1-2c55b1c67bdb,20,-12
adc288e0-2bde-1d4f-1f86-ebcee288aa59,6,-14
3b132068-2236-4963-5448-d659e7826d12,6,-14
e634ef64-a415-99a3-ddcd-8bcef955e364,19,-2
d45eb8b4-2319-0d51-b780-89dfaccc95a2,37,-8
1a46eb0d-470e-e3c0-017d-e58bf9a988d9,9,-7
90b22de6-9155-2b21-3f33-c2a25c74c413,20,7
cbf3948b-0c5e-72fc-6ae9-b3decce90451,25,-3
4882f3ba-2955-2339-31db-fa02945db130,35,11
ca7e19e7-4d65-b16d-67b2-64b37172cb1a,12,-9
662dd9cf-b933-8f3a-c5ef-63af393d7e32,14,-5
5c5a8c9c-0e8a-30b6-97d7-cea5123db572,4,-15
4fe4120d-5ff8-47b6-58ad-80188256cb99,12,-17
0f3d2ca5-32c3-4901-392f-4d86e4a1e5ba,8,-17
db06ef65-b157-c381-358c-cccdfa3d1aea,6,-12
a915d736-d392-c278-f522-0c55f8275393,10,-7
35ebf843-a8ae-15a2-ec5e-2467f811c593,11,-20
93ae3ec4-b924-02eb-33c0-4034d5e70d2a,16,-17
a4841e5f-06a8-d3ab-2f2b-ea2ad95c38e7,3,-20
2ccca1fe-20c8-4ea4-cb95-b191e260cf16,8,-11
b2b7813f-1cf4-afc8-e572-8398618bbd7e,13,-13
0cbe8449-b3c0-fac3-5f49-a95db13cbda9,9,-16
497382d2-dc60-6112-bc69-b5cf182f15b6,24,-11
0152de20-f6e0-9fb1-1338-47df8babd490,7,-2
37da265b-43b0-eabb-4777-f9be4ee0daf1,9,-18
85a3602f-48be-cf78-584d-bd58d22f85b7,3,-15
eb4d3058-4898-9350-701a-75e1cb3c0a93,12,-22
1de11af0-216e-fe10-b1cb-e006026cf569,12,-12
5b5144a7-4696-3b5e-ff53-5ab86fd72942,2,-6
9b871ac5-2352-fe5c-5801-0cad01550b6c,1,-2
6164f657-084f-27df-744b-7ba94beee2e1,6,-28
c361406c-8d2e-ccd0-d8ba-53309bca045e,8,-14
97d6279a-91ff-e03e-d630-41acff508488,11,-27
2e32dea8-a4d1-ae54-99a6-7674b387bc6a,21,-32
536e67eb-ddde-7719-b68c-4fbb35aac905,7,-13
4b73f2ad-2d25-8e45-ad46-b02fa9125f74,5,-8
f464bdc3-b17c-2085-e54b-66d8e5ae1695,5,-8
1ee4815d-0b46-38b4-7727-ce58ef0fbc5d,9,-17
2671fbea-1d23-cb44-15ae-5e3902961d61,12,-16
5f910336-c173-9df9-cd23-f555a50f5914,21,-10
db9f2956-d5aa-9406-afed-c858c51c2f5f,22,-9
591776df-8fe6-79d1-406c-df74040ba972,4,-9
2aecd29f-c36d-9e1c-a2ea-9f74ef4c7c05,9,-5
c562f2bc-6c99-7a43-b594-65ebec4e8d9d,5,-7
7ecb4d4c-eeb5-476a-cf15-52bc276b37c5,10,-14
a55bc0ec-4a74-4ea5-7652-f24a183894dd,10,-10
f3402206-6814-1a97-5581-0a13d31f95ad,18,-3
60df90a3-bd98-ae3f-d304-8b19403d33f8,8,-5
93d7e1f0-c541-5c1a-0679-635187700f1d,2,-1
4f3d4a1f-5d64-be80-3fb3-22242a968047,10,-14
07677527-dea7-bbe0-2d91-875f7764c6cd,24,-7
746b06a4-4d14-deca-5f65-5b036a47ed0f,8,-7
7cf0a314-b3b7-59a5-b27f-4a0348de6556,4,-15
d34e369f-bc5c-b753-0120-79961b615121,11,-27
43ac8d91-a074-9b17-6f9c-311545881aa7,38,13
3a17199c-5f46-8827-9c69-a931b1950c86,13,-6
c89faf2a-cf42-4fe1-4db2-131b5b6ae379,22,0
93e856ba-dcb5-05cb-a97c-d4dc34a64f06,10,-19
977b31c8-455f-33c5-00fb-d18a7770be82,3,-1
59dd30ed-66bb-5ab4-c41d-8333eb272b8e,11,-13
270f5a50-25de-7523-edbc-65d690647f33,8,-22
016495aa-ab3f-b481-dc9d-ecab2b4fdbfb,3,-9
2dc5ca4f-7783-9266-648d-bc98c8c13142,8,-20
7597c7c4-c832-61b2-2f9e-17126dd703e3,6,-11
0cb2b995-73bb-73a8-e222-8ffda426dd9f,14,-15
8b308e47-7ac0-136c-d944-e507c62edace,7,-17
7321b3d6-dabc-180e-041d-57f60a5b838c,5,-22
edf1dea9-f76f-933c-b288-087ed17474cf,14,-16
f9af40e6-8463-ab36-441b-ae99e215e3e0,16,-13
b5c372b6-1667-68fd-040a-fdb4f18a4b4a,12,-8
085364fb-ac51-6819-78ea-ce38694d4683,21,-6
c3282d67-d6e2-24ad-d80f-8bc4b9edc1a7,10,-22
1e6025fd-1945-1c74-352d-0bbf6a218bf6,13,-36
489f6e3f-33b0-c530-3c7f-0c83f3ea8db5,9,-12
842e1880-e085-9a81-0c43-6d8576aab76b,3,-11
9fce4af6-a15c-3fa6-7e2e-e1b52839d6dc,12,-6
747cce3a-b1f2-a368-46e0-13700b93f0ba,9,-12
5d4aa068-372b-d9c8-e056-357446f19e6b,6,-10
985d0c0c-cec2-6ad0-2366-fa0039af6fb3,15,-16
d71ce9a8-dfdd-7b01-1e37-5b0d3b172e6d,12,-14
8bf8a39f-0859-c5d0-0da3-d27e8ef39d7f,15,-9
482c3ed0-fe2e-b68b-3165-07e78faa6783,12,-21
2459bca2-72cc-c6f9-81f7-2bed1634255b,6,-5
183d37c4-e4e6-42bb-223c-42532298c6f0,18,-24
3b618bc5-50d4-cdea-4c97-37ee75b61287,13,-9
bb636637-1ed9-745c-c3f7-efea6940cf6e,7,-14
d5665431-8241-2210-d24a-d79aa1b4330d,13,-14
281bcc51-74eb-dbdd-cfcd-c68322ee9527,13,-7
04198c2c-90b3-fcfa-ec75-a836841dafe2,8,-9
b2a25b6f-6710-17af-a519-0546ca5b89e9,2,-4
19ed69d3-a61a-e0fc-cfc6-680129b94f10,26,4
d0ec19bf-3a89-8ff4-2bbe-48cdc06bb7fe,2,-15
4000f82f-3395-a0f2-a5ad-6a4e32060a66,11,-14
f1c7b005-8703-9ff6-7fbf-d21282067083,7,-4
f73e50c9-dd2f-2684-0757-a746b2c8cb15,8,-15
d374b00c-a864-bcf6-1a03-638e73cb744e,11,-15
08b4c64d-698b-84d3-446b-4198b9f27ef2,21,-23
d184b9c3-e16c-01c0-5079-23c0ae50d1b3,7,-15
ca0b30de-0e60-967b-91fd-5366743ba643,7,-1
a966954f-a1c4-5175-7b4d-6c77946f9863,2,-8
700629e7-c6ce-5bf5-a7a4-67f595d46b16,20,-9
2ab2159c-05ce-d98c-9350-40d34ba5840c,20,-7
74d0656b-d03c-432a-e401-1b6c1dc97c09,13,-19
bddbca2d-48a9-61d7-4fe8-1de8febf9a73,5,-20
8da93bf6-304b-1fbb-b6ab-15bb7644394e,25,-9
299ae451-2f5e-613a-c6ee-6904cdd7daad,22,-11
2eb82645-1c12-016e-8f5b-7bb87060a39f,18,-6
4634ad13-b441-4c83-524f-5efb0ef21a0b,9,-15
5fb81ae5-bda9-580a-d705-d1ce97a6fa49,7,-11
24ab08aa-37bd-b1c0-3a90-c988d368b850,7,-7
5151440e-a213-2efa-a396-4222d023b19c,10,-17
c5012c7f-101c-a64c-db27-a97dd7790af8,12,-6
4fba4b6b-a715-a2a3-c0c0-d0f9cd561640,14,-12
4a686b47-e7ee-cbd1-3661-7bf8ae7c9af4,12,-15
75979ee6-8f84-6e2c-b243-9240380d5291,14,-21
e5a58d12-3424-4bed-a4f1-72c2e3711d11,10,-16
63a7f803-612d-7247-f296-ef6007668c5b,7,-13
29d81f9f-cfa8-f77a-d68a-fa83d9fbf83b,11,-22
965e8f78-c89b-04c0-28a6-713e589c06d2,6,-20
153b30f1-bd28-6fb3-7479-2b9121ba0218,7,-13
5fb62412-231e-7d14-7e00-141ae5aa520d,18,-11
a9140549-0252-3db4-1cb4-4dd114ef17ae,27,-1
e6bd0a7a-4674-d02e-56b7-a0515c991cc9,17,-15
3a448a9b-f5f1-66e9-b374-a1c9c30ee28c,4,-4
89e02379-eee5-25e0-9813-dc8e5ba99213,33,12
af6ed18f-03a8-7765-9659-ed9467c7cd9e,22,1
9f3094cb-22de-642b-f0c7-0a450cdffbf3,7,-15
ab6c2b53-1e87-7fad-84a3-1aa845bc9345,32,3
0b010669-82af-6f26-81ea-9b0169f0d987,25,7
024554ae-b0da-8447-6f1c-31a711e0990c,16,-10
b012f20b-fa8d-7102-8da4-7251f0201d6d,2,-9
28af310c-a567-3638-4bc8-833117dd048a,13,-20
66377228-70b8-8ceb-b4ab-988aefcd1115,5,-13
a5f588c2-7a89-f371-7988-ca093e02ba3d,40,5
b30a6793-df66-beef-3870-b532c09dee15,16,-10
655d3e55-7522-f80b-4384-eebaaaae9cda,4,-14
49b54766-a6cd-815e-2922-e7be61248254,8,-12
191988c2-4e4b-e4ee-259d-26b443408e3f,10,-14
d07c50c5-3231-a420-0886-2d777b261ff2,6,-14
c6b0cd5c-0d74-a8a9-6dfa-152ec3159de4,12,-9
f815bf37-3219-04e2-cda0-0a23ff393755,23,-3
482a1889-c0ee-222f-2640-1810f8b09c4e,9,-15
43f08913-407c-ac4e-74a8-98d968e58c1a,5,-16
66c1172a-b0dd-b605-d401-2ce1d4339ffb,9,-14
e897baf3-0582-7e39-0802-ae23c1109c78,18,-15
6a152f56-84d2-3585-3de9-9a54ee7e8065,8,-20
19cfcf45-fc39-9af9-d3e9-d1d98638997b,10,-19
a7abe735-fa00-2a72-636a-b38fcac70330,18,-16
f556110e-0144-ed7b-7aac-2a78e2c12000,16,-8
461b8a4c-b347-a9be-3d42-546de69edbb9,3,0
6737b470-2ad9-d1cb-f37d-635bc06bf77f,2,-14
9e4e44e1-a6c6-8a8d-59b9-7d5e6c241974,9,-27
c6f44ba4-b2b0-7a64-6635-d107f3b88100,15,-8
03b31f54-9c27-d03b-ed25-fc42ddb46138,2,-19
fce0844e-8548-aed6-d329-fd798f4937a9,11,-16
19d1809c-243d-4f58-dff4-ffbc74edecb8,8,-11
8385fe25-8f97-a33b-b6ef-40c70db6a4a7,25,-6
af93e16d-df58-6c99-d807-b5b6a68903ac,8,-17
e21f9ce5-061d-d5af-2d7b-a49338c286da,13,-31
71c8043c-2b29-00e4-23ad-544aa00bbd8b,9,-22
32751a5c-3421-cf9e-bf41-c8b2d0d07634,9,-28
9cfff951-160c-ff81-64e3-eb826dd83dd8,7,-14
194a26fb-bb1b-4e83-fa0b-65aaf22d99c0,3,-5
f3696a83-55ea-6d17-32f4-265a3383b707,3,-7
1d309784-fd7c-b2fc-8c74-ef03c942426c,4,-14
7c95572f-d6e7-e0ab-8b88-b00fd8c70716,11,-14
30e92ef4-5b77-af51-660f-221fbb2b94e3,27,-6
a75f9d41-f99d-675f-35ab-8b90b2dc9b2f,18,-32
b34e44cd-bd34-bb46-55d2-cfe52d3f31e7,5,-15
2d23b7b7-5bee-e565-69df-f3df10d61495,15,-13
db6c3bec-472f-764b-d426-b77171342ce6,2,-5
88e06e05-2985-636e-c90e-5e7337150b62,36,13
9f18089b-a7e2-4ef0-0e1c-99eabd999fc3,11,-35
0d6c779c-3d8b-ec09-f198-a52ff310ae7b,4,-20
967ed7a1-aa1d-6b19-0c90-3a3daa815f02,22,-3
47252c5b-9ec8-8c71-4460-e3e34fb08d5d,11,-6
fbd8e4b5-3b73-3986-be42-e401224bd99f,13,-14
29acb175-de2a-4da2-b456-200329d0f5ca,9,-32
dfcdf23e-1d25-c70a-86ce-04d0659e85b0,22,0
79753762-8c3c-851d-cbc3-29039f6a37f3,11,-14
58dfbee6-0e4d-1073-dcfe-6f7a9d8f6043,8,-13
a9d9773e-fe0a-9811-95d2-861250cff4d9,8,-21
d58096e4-2e1a-af58-b852-1e8f8b4c20dc,6,-20
7a242c07-bdf2-5150-ab52-2513760d6b8b,8,-17
66d105a8-f0f6-727a-cbe7-52b4da6f29ef,1,-7
940531f2-18fb-31bd-68ef-02fff1ff1ba3,7,-16
0d249476-ca7d-e9b2-9cfa-25d9bb8f3e05,7,-15
3712671a-f76f-e8fa-8063-1e4407cc6ab1,6,-6
4a7c656f-502a-83b8-faeb-608f3f1f9f46,3,-5
986581ef-4214-76a1-ff5e-db2d73327d66,16,-6
2200d7d4-069c-fe22-127c-053c75a26c17,13,-11
a5803df1-ae0c-d164-29a1-09eb0514ddca,7,-17
7a301f27-a543-e77e-6176-456966c66e2c,22,3
0f3f49e2-316b-72f4-9e23-fea6ffaa2371,5,-7
6d0ee01a-b8a7-3e07-883a-f627b8cbdff5,18,-17
6593a7ca-55b0-89cc-240f-79d582e3300a,11,-21
fd4c1cc6-d742-f00d-ee76-33f6a72cbe60,14,-18
0df040f8-4e52-95f7-8941-77ffe53850b8,9,-29
282c9fe1-ed7a-ba57-4f1c-0e75ca7fff30,10,-8
e8f1e6bc-58ce-50eb-224d-5ea7408a88c0,45,7
83b3ec68-c2f2-3b55-3f39-2eab2bbcc07c,11,-9
ccf15697-e8a9-c460-dd3b-ab4f04270c9b,15,-10
e32049d3-1df0-d952-f7a6-f6d8243b554a,8,-15
dd17bd5a-29df-3e2c-3ce7-e66feaa2a323,5,-12
970a4901-2cfe-41d8-1bfd-4593b83ce4a5,13,-7
ed95597d-2fd9-6ad3-70b6-2bbfc4b6127b,10,-13
62299799-3a84-db39-55ea-0b62e26dbbe0,6,-12
